Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Bulgaria,BGR,Effective labour market exit age,Years,Female,Not applicable,2022,62.8
Belgium,BEL,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,43.5
Czechia,CZE,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,62.7
Czechia,CZE,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,63.2
Czechia,CZE,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,63.7
Czechia,CZE,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,63.8
Czechia,CZE,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2014,32.2
Czechia,CZE,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2018,46.4
Czechia,CZE,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2020,48.4
Czechia,CZE,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022,55.2
Denmark,DNK,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,53.1
Finland,FIN,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,58.4
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1970,17.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1971,19
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1972,18.8
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1973,17.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1974,17.5
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1975,18.4
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1976,18.4
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1977,18.3
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1978,19.1
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1979,20.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1980,19.8
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1981,19.6
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1982,19.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1983,19.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1984,19.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1985,20.6
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1986,21.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1987,21.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1988,22.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1989,21.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1990,21.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1991,22.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1992,22.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1993,22.5
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1994,23.3
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1995,23.3
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1996,23.3
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1997,24
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1998,24.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,1999,24.6
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2000,24.4
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2001,24.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2002,24.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2003,24.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2004,24.3
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2005,25.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2006,25.1
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2007,24.9
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2008,24.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2009,24.8
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2010,24.5
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2011,24.7
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2012,24.4
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2013,24.4
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2014,24.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2015,24.1
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2016,24.2
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2017,24
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2018,23.6
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2019,23.8
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2020,23.3
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2021,23.1
Finland,FIN,Expected years after labour market exit,Years,Female,Not applicable,2022,23.2
Greece,GRC,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,62
Greece,GRC,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,62
Greece,GRC,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,66
Greece,GRC,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,66
Hungary,HUN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,62.5
Hungary,HUN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,62
Hungary,HUN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,62
Hungary,HUN,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,62
Iceland,ISL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,67
Iceland,ISL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,67
Iceland,ISL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,67
Iceland,ISL,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,67
Japan,JPN,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,26.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,16
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,16.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,16.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,16.8
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,17.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,17.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,18
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,18.4
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,18.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,19.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,19.8
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,20.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,20.8
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,21.1
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,21.5
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,21.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,22.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,22.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,22.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,23.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,23.5
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,23.7
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,24
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,24.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,24.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,24.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,25.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,25.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,25.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,26.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,26.5
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,26.8
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,27.1
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,27.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,27.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,27.8
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,28
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,28.2
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,28.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,28.4
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,28.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,28.1
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,27.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,27.6
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,27
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,26.7
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,26.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,26
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,25.5
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,25.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,25.1
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,25
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,31.3
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,31.9
Norway,NOR,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,32.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1970,68.1
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1971,67.9
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1972,67.8
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1973,66.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1974,66.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1975,67.1
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1976,67.2
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1977,67.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1978,67.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1979,66.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1980,65.8
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1981,66
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1982,65.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1983,66.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1984,64.8
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1985,62.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1986,62.8
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1987,63.2
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1988,62.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1989,63
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1990,62.1
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1991,61
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1992,60.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1993,60.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1994,61.9
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1995,62.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1996,63.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1997,64.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1998,64.4
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,1999,63.7
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2000,63.7
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2001,62.8
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2002,61.4
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2003,61.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2004,61.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2005,61.4
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2006,61.8
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2007,62.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2008,63.7
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2009,63.7
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2010,63.1
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2011,63.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2012,63.4
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2013,62.9
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2014,63.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2015,63.6
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2016,63.4
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2017,63.1
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2018,63.3
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2019,62.7
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2020,63.1
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2021,62.5
Norway,NOR,Effective labour market exit age,Years,Female,Not applicable,2022,62.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1970,12.9
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1971,13
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1972,13.2
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1973,12.8
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1974,13.2
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1975,13.6
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1976,13.1
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1977,13
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1978,13.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1979,13.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1980,13.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1981,13.8
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1982,13.2
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1983,13.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1984,13.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1985,13.7
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1986,14.6
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1987,15.7
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1988,16.2
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1989,16.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1990,16.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1991,16.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1992,16.9
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1993,16.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1994,16.3
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1995,16
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1996,16.3
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1997,16
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1998,15.7
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,1999,16.4
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2000,17.2
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2001,18.1
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2002,18.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2003,18.9
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2004,18.9
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2005,19
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2006,19.1
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2007,18.9
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2008,18.1
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2009,18.9
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2010,19.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2011,19.7
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2012,19.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2013,20.3
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2014,19.6
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2015,19.6
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2016,19.3
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2017,20.1
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2018,19.6
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2019,19.6
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2020,19.8
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2021,19.5
Norway,NOR,Expected years after labour market exit,Years,Male,Not applicable,2022,19.8
Slovak Republic,SVK,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,62
Slovak Republic,SVK,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,62.2
Slovak Republic,SVK,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,62.8
Slovak Republic,SVK,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,62.8
Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2014,21.1
Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2018,32.5
Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2020,38.3
Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022,46.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1970,67.7
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1971,67.1
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1972,66.5
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1973,65.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1974,65.8
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1975,65.2
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1976,64.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1977,64.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1978,64.8
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1979,63
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1980,63.2
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1981,63.8
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1982,63.4
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1983,62.8
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1984,62.2
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1985,62.2
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1986,62.1
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1987,62.3
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1988,62.3
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1989,62.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1990,62.5
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1991,61.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1992,60.7
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1993,60.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1994,60.4
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1995,60.1
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1996,60.2
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1997,60.7
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1998,60.7
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,1999,60.8
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2000,60.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2001,61
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2002,60.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2003,60.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2004,60.4
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2005,60.3
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2006,60.7
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2007,60.9
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2008,61
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2009,61.1
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2010,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2011,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2012,61.7
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2013,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2014,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2015,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2016,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2017,61.6
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2018,61.5
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2019,61.5
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2020,61
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2021,61.5
Spain,ESP,Effective labour market exit age,Years,Male,Not applicable,2022,62.1
Sweden,SWE,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,76.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1970,16.7
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1971,17.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1972,17.7
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1973,17.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1974,17.2
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1975,18.1
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1976,18.7
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1977,18.7
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1978,18.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1979,18.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1980,19.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1981,19.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1982,19.8
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1983,20.1
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1984,20.3
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1985,20.8
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1986,20.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1987,20.7
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1988,21
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1989,21.6
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1990,21.5
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1991,21.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1992,22.2
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1993,22.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1994,22.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1995,23
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1996,23
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1997,22.9
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1998,23.1
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,1999,22.8
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2000,23
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2001,23.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2002,23.4
Sweden,SWE,Expected years after labour market exit,Years,Female,Not applicable,2003,23.5
