,Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
4850,Slovak Republic,SVK,Treatable mortality,Deaths,2014,7473.0
4851,Slovak Republic,SVK,Treatable mortality,Deaths,2016,7676.0
4852,Slovak Republic,SVK,Treatable mortality,Deaths,2017,7997.0
4853,Slovak Republic,SVK,Treatable mortality,Deaths,2018,7798.5
4854,Slovak Republic,SVK,Treatable mortality,Deaths,2019,7852.0
4855,Slovak Republic,SVK,Treatable mortality,Deaths,2020,8296.0
4856,Slovak Republic,SVK,Treatable mortality,Deaths,2021,10352.5
4857,Slovak Republic,SVK,Treatable mortality,Deaths,2000,9554.5
4858,Slovak Republic,SVK,Treatable mortality,Deaths,2001,9390.0
4859,Slovak Republic,SVK,Treatable mortality,Deaths,2002,9174.5
4860,Slovak Republic,SVK,Treatable mortality,Deaths,2003,9131.5
4861,Slovak Republic,SVK,Treatable mortality,Deaths,2004,8871.5
4862,Slovak Republic,SVK,Treatable mortality,Deaths,2005,8851.0
4863,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2012,76.0
4864,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2013,74.5
4865,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2006,98.8
4866,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2007,95.1
4867,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2019,70.6
4868,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2020,71.5
4869,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2014,73.0
4870,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2015,74.1
4871,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2016,74.0
4872,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2017,72.7
4873,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2018,75.0
4874,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2001,120.4
4875,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2002,116.4
4876,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2003,113.4
4877,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2004,106.8
4878,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2005,102.6
4879,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2008,92.1
4880,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2009,87.3
4881,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2010,84.2
4882,United Kingdom,GBR,Treatable mortality,Deaths per 100 000 inhabitants,2011,78.6
4883,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2006,161.4
4884,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2007,162.5
4885,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2018,141.2
4886,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2019,135.1
4887,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2020,198.0
4888,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2021,271.9
4889,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2008,156.2
4890,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2009,150.1
4891,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2010,150.7
4892,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2011,150.5
4893,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2012,151.2
4894,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2013,151.3
4895,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2014,148.8
4896,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2015,153.1
4897,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2016,151.1
4898,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2017,145.2
4899,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2000,182.3
4900,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2001,180.0
4901,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2002,176.9
4902,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2003,175.7
4903,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2004,166.2
4904,Argentina,ARG,Preventable mortality,Deaths per 100 000 inhabitants,2005,163.4
4905,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2007,77.3
4906,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2008,76.2
4907,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2019,58.9
4908,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2020,59.8
4909,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2021,57.6
4910,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2022,58.1
4911,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2009,72.0
4912,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2010,69.3
4913,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2011,67.4
4914,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2012,66.2
4915,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2013,64.8
4916,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2014,64.6
4917,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2015,63.4
4918,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2016,61.6
4919,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2017,60.3
4920,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2018,59.6
4921,Portugal,PRT,Treatable mortality,Deaths,2010,9211.5
4922,Portugal,PRT,Treatable mortality,Deaths,2017,8340.0
4923,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2002,87.1
4924,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2003,86.1
4925,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2004,82.9
4926,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2005,81.1
4927,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2006,76.8
4928,Netherlands,NLD,Avoidable mortality,Deaths,2007,31536.0
4929,Netherlands,NLD,Avoidable mortality,Deaths,2008,31286.0
4930,Netherlands,NLD,Avoidable mortality,Deaths,2019,30296.0
4931,Netherlands,NLD,Avoidable mortality,Deaths,2020,33463.0
4932,Netherlands,NLD,Avoidable mortality,Deaths,2021,34615.0
4933,Netherlands,NLD,Avoidable mortality,Deaths,2022,31994.0
4934,Netherlands,NLD,Avoidable mortality,Deaths,2009,31213.0
4935,Netherlands,NLD,Avoidable mortality,Deaths,2010,31104.0
4936,Netherlands,NLD,Avoidable mortality,Deaths,2011,31045.0
4937,Netherlands,NLD,Avoidable mortality,Deaths,2012,31293.0
4938,Netherlands,NLD,Avoidable mortality,Deaths,2013,30665.0
4939,Netherlands,NLD,Avoidable mortality,Deaths,2014,29841.0
4940,Netherlands,NLD,Avoidable mortality,Deaths,2015,31102.0
4941,Netherlands,NLD,Avoidable mortality,Deaths,2016,31390.0
4942,Netherlands,NLD,Avoidable mortality,Deaths,2017,30640.0
4943,Netherlands,NLD,Avoidable mortality,Deaths,2018,31209.0
4944,Netherlands,NLD,Avoidable mortality,Deaths,2000,36156.0
4945,Netherlands,NLD,Avoidable mortality,Deaths,2001,35720.0
4946,Netherlands,NLD,Avoidable mortality,Deaths,2002,35639.0
4947,Netherlands,NLD,Avoidable mortality,Deaths,2003,34838.0
4948,Netherlands,NLD,Avoidable mortality,Deaths,2004,33643.0
4949,Netherlands,NLD,Avoidable mortality,Deaths,2005,33227.0
4950,Netherlands,NLD,Avoidable mortality,Deaths,2006,32053.0
4951,Peru,PER,Preventable mortality,Deaths,2005,22989.5
4952,Peru,PER,Preventable mortality,Deaths,2006,20084.5
4953,Peru,PER,Preventable mortality,Deaths,2017,20961.0
4954,Peru,PER,Preventable mortality,Deaths,2018,25455.0
4955,Peru,PER,Preventable mortality,Deaths,2019,27047.0
4956,Peru,PER,Preventable mortality,Deaths,2020,91900.0
4957,Peru,PER,Preventable mortality,Deaths,2007,20896.5
4958,Peru,PER,Preventable mortality,Deaths,2008,20203.0
4959,Peru,PER,Preventable mortality,Deaths,2009,21323.5
4960,Peru,PER,Preventable mortality,Deaths,2010,21150.5
4961,Peru,PER,Preventable mortality,Deaths,2011,20696.5
4962,Peru,PER,Preventable mortality,Deaths,2012,21704.0
4963,Peru,PER,Preventable mortality,Deaths,2013,22189.5
4964,Peru,PER,Preventable mortality,Deaths,2014,21473.0
4965,Peru,PER,Preventable mortality,Deaths,2015,21982.5
4966,Peru,PER,Preventable mortality,Deaths,2016,19446.5
4967,Peru,PER,Preventable mortality,Deaths,2000,20126.0
4968,Peru,PER,Preventable mortality,Deaths,2001,18346.5
4969,Peru,PER,Preventable mortality,Deaths,2002,18035.5
4970,Peru,PER,Preventable mortality,Deaths,2003,19811.0
4971,Peru,PER,Preventable mortality,Deaths,2004,20098.0
4972,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2020,118.4
4973,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2021,111.6
4974,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2010,111.4
4975,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2011,108.2
4976,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2012,105.3
4977,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2013,103.3
4978,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2000,152.0
4979,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2001,147.6
4980,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2002,144.0
4981,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2003,142.6
4982,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2004,136.3
4983,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2005,133.2
4984,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2006,126.2
4985,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2007,124.3
4986,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2008,119.3
4987,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2009,115.3
4988,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2014,100.9
4989,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2015,100.0
4990,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2016,99.0
4991,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2017,97.2
4992,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2018,95.3
4993,Spain,ESP,Preventable mortality,Deaths per 100 000 inhabitants,2019,92.4
4994,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2006,309.7
4995,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2007,313.5
4996,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2018,282.8
4997,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2019,275.0
4998,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2020,330.9
4999,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2021,424.6
5000,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2008,299.3
5001,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2009,294.9
5002,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2010,294.4
5003,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2011,290.3
5004,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2012,291.4
5005,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2013,294.7
5006,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2014,289.4
5007,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2015,298.0
5008,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2016,304.0
5009,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2017,289.6
5010,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2000,341.5
5011,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2001,338.7
5012,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2002,335.5
5013,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2003,337.5
5014,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2004,320.4
5015,Argentina,ARG,Avoidable mortality,Deaths per 100 000 inhabitants,2005,314.0
5016,Korea,KOR,Treatable mortality,Deaths,2006,30101.0
5017,Korea,KOR,Treatable mortality,Deaths,2007,29463.5
5018,Korea,KOR,Treatable mortality,Deaths,2018,24563.5
5019,Korea,KOR,Treatable mortality,Deaths,2019,24135.0
5020,Poland,POL,Treatable mortality,Deaths,2004,50184.0
5021,Poland,POL,Treatable mortality,Deaths,2005,49059.0
5022,Korea,KOR,Treatable mortality,Deaths,2008,28301.0
5023,Korea,KOR,Treatable mortality,Deaths,2009,27112.0
5024,Korea,KOR,Treatable mortality,Deaths,2010,27177.5
5025,Korea,KOR,Treatable mortality,Deaths,2011,26553.5
5026,Korea,KOR,Treatable mortality,Deaths,2012,26674.5
5027,Korea,KOR,Treatable mortality,Deaths,2013,25966.0
5028,Korea,KOR,Treatable mortality,Deaths,2014,25708.0
5029,Korea,KOR,Treatable mortality,Deaths,2015,25641.5
5030,Korea,KOR,Treatable mortality,Deaths,2016,25471.5
5031,Korea,KOR,Treatable mortality,Deaths,2017,24445.0
5032,Korea,KOR,Treatable mortality,Deaths,2000,34168.5
5033,Korea,KOR,Treatable mortality,Deaths,2001,34244.5
5034,Korea,KOR,Treatable mortality,Deaths,2002,34374.5
5035,Korea,KOR,Treatable mortality,Deaths,2003,32964.5
5036,Korea,KOR,Treatable mortality,Deaths,2004,32210.0
5037,Korea,KOR,Treatable mortality,Deaths,2005,30670.0
5038,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2007,181.2
5039,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2008,181.2
5040,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2019,155.3
5041,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2020,143.8
5042,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2021,144.6
5043,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2022,153.9
5044,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2009,176.6
5045,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2010,170.0
5046,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2011,167.9
5047,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2012,160.7
5048,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2013,160.0
5049,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2014,161.1
5050,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2015,162.0
5051,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2016,155.9
5052,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2017,154.0
5053,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2018,150.3
5054,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2000,236.4
5055,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2001,226.3
5056,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2002,218.4
5057,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2003,207.6
5058,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2004,198.9
5059,Australia,AUS,Avoidable mortality,Deaths per 100 000 inhabitants,2006,187.2
5060,Norway,NOR,Preventable mortality,Deaths,2001,6001.5
5061,Norway,NOR,Preventable mortality,Deaths,2002,5983.5
5062,Norway,NOR,Preventable mortality,Deaths,2013,5601.5
5063,Norway,NOR,Preventable mortality,Deaths,2014,5405.0
5064,Norway,NOR,Preventable mortality,Deaths,2015,5515.5
5065,Norway,NOR,Preventable mortality,Deaths,2016,5643.5
5066,Norway,NOR,Preventable mortality,Deaths,2003,5747.0
5067,Norway,NOR,Preventable mortality,Deaths,2004,5814.0
5068,Norway,NOR,Preventable mortality,Deaths,2005,5488.5
5069,Norway,NOR,Preventable mortality,Deaths,2006,5410.0
5070,Norway,NOR,Preventable mortality,Deaths,2007,5401.5
5071,Norway,NOR,Preventable mortality,Deaths,2008,5512.5
5072,Norway,NOR,Preventable mortality,Deaths,2009,5586.5
5073,Norway,NOR,Preventable mortality,Deaths,2010,5640.5
5074,Norway,NOR,Preventable mortality,Deaths,2011,5596.5
5075,Norway,NOR,Preventable mortality,Deaths,2012,5454.5
5076,Norway,NOR,Preventable mortality,Deaths,2000,6248.5
5077,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2002,270.9
5078,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2003,267.3
5079,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2014,196.4
5080,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2015,200.2
5081,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2016,194.3
5082,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2017,188.8
5083,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2004,253.4
5084,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2005,246.3
5085,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2006,236.2
5086,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2007,229.1
5087,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2008,218.9
5088,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2009,221.0
5089,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2010,214.3
5090,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2011,206.3
5091,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2012,204.8
5092,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2013,199.9
5093,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2018,188.1
5094,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2019,183.3
5095,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2020,191.0
5096,Austria,AUT,Avoidable mortality,Deaths per 100 000 inhabitants,2021,198.2
5097,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2005,245.4
5098,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2006,231.7
5099,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2017,180.3
5100,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2018,177.7
5101,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2019,170.1
5102,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2020,195.2
5103,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2007,229.9
5104,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2008,228.7
5105,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2009,222.6
5106,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2010,217.5
5107,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2011,211.5
5108,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2012,208.4
5109,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2013,204.4
5110,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2014,193.5
5111,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2015,192.7
5112,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2016,184.9
5113,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2000,280.4
5114,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2001,271.0
5115,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2002,264.2
5116,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2003,256.9
5117,Belgium,BEL,Avoidable mortality,Deaths per 100 000 inhabitants,2004,244.2
5118,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2021,49.1
5119,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2000,92.8
5120,Canada,CAN,Treatable mortality,Deaths per 100 000 inhabitants,2001,89.0
5121,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2011,64.7
5122,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2012,63.8
5123,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2013,59.6
5124,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2000,98.5
5125,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2001,94.9
5126,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2002,94.0
5127,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2003,89.9
5128,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2004,84.2
5129,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2005,81.4
5130,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2006,77.7
5131,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2007,74.1
5132,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2008,71.7
5133,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2009,69.3
5134,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2018,52.0
5135,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2014,55.5
5136,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2015,57.2
5137,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2019,49.6
5138,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2016,56.1
5139,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2017,52.9
5140,Netherlands,NLD,Treatable mortality,Deaths per 100 000 inhabitants,2020,47.9
5141,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2006,192.3
5142,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2007,188.1
5143,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2018,140.0
5144,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2019,136.7
5145,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2020,134.3
5146,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2021,135.0
5147,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2008,183.9
5148,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2009,177.9
5149,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2010,175.6
5150,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2011,182.3
5151,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2012,166.3
5152,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2013,161.1
5153,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2014,157.2
5154,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2015,152.1
5155,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2016,148.4
5156,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2017,142.6
5157,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2000,222.0
5158,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2001,215.7
5159,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2002,209.2
5160,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2003,206.8
5161,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2004,200.8
5162,Japan,JPN,Avoidable mortality,Deaths per 100 000 inhabitants,2005,199.1
5163,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2015,72.6
5164,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2016,70.7
5165,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2017,69.3
5166,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2018,69.3
5167,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2019,66.4
5168,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2020,65.8
5169,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2004,95.9
5170,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2005,92.2
5171,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2006,88.7
5172,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2007,85.7
5173,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2008,82.9
5174,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2009,80.8
5175,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2010,78.1
5176,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2011,75.8
5177,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2000,109.4
5178,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2001,105.6
5179,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2002,103.7
5180,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2003,100.9
5181,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2012,73.7
5182,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2013,74.5
5183,Germany,DEU,Treatable mortality,Deaths per 100 000 inhabitants,2014,71.1
5184,South Africa,ZAF,Avoidable mortality,Deaths,2003,330549.0
5185,South Africa,ZAF,Avoidable mortality,Deaths,2004,341069.0
5186,South Africa,ZAF,Avoidable mortality,Deaths,2015,243504.0
5187,South Africa,ZAF,Avoidable mortality,Deaths,2016,243660.0
5188,South Africa,ZAF,Avoidable mortality,Deaths,2017,240730.0
5189,South Africa,ZAF,Avoidable mortality,Deaths,2018,238073.0
5190,South Africa,ZAF,Avoidable mortality,Deaths,2005,355639.0
5191,South Africa,ZAF,Avoidable mortality,Deaths,2006,354427.0
5192,South Africa,ZAF,Avoidable mortality,Deaths,2007,350988.0
5193,South Africa,ZAF,Avoidable mortality,Deaths,2008,344347.0
5194,South Africa,ZAF,Avoidable mortality,Deaths,2009,326122.0
5195,South Africa,ZAF,Avoidable mortality,Deaths,2010,310307.0
5196,South Africa,ZAF,Avoidable mortality,Deaths,2011,282177.0
5197,South Africa,ZAF,Avoidable mortality,Deaths,2012,264947.0
5198,South Africa,ZAF,Avoidable mortality,Deaths,2013,252079.0
