Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2009,76.95
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2010,76.85
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2011,77.65
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2012,78.25
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2013,78.05
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2014,79.15
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2015,78.1
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2016,68.8
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2017,70.6
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2018,71.3
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2019,69.1
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2020,70.7
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2021,71.2
Belgium,BEL,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2022,71
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2004,2.449668023
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2005,2.044025157
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2006,1.632653061
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2007,1.540983607
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2008,1.723585057
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2009,1.957352941
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2010,2.634857143
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2011,2.4069
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2012,2.459476190
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2013,2.226852941
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2014,1.622193548
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2015,1.381
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2016,1.771961538
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2017,0.999130435
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2018,0.654086957
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2019,0.665636364
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2020,0.88
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2021,1.066846154
Japan,JPN,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Young,2022,0.969923077
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,3.37
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,3.36
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,3.68
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,3.8
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,3.55
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,3.31
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,2.86
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,3.08
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,3.38
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,3.1
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,3.32
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,3.39
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,3.36
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,3.2
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,3.14
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,1.37
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,1.39
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,3.92
Norway,NOR,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,4.24
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2004,0.047762534
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2005,0.032042705
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2006,0.041803204
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2007,0.021165515
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2008,0.013398359
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2009,0.022037346
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2010,0.014972522
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2011,0.017554376
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2012,0.012268055
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2013,0.010150781
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2016,0.038631362
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2017,0.059650970
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2018,0.073894261
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2019,0.033555210
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2020,0.028733343
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2021,0.055833333
Korea,KOR,Long-term unemployment rate,Work and job quality,Percentage of labour force in the same subgroup,Middle-aged,2022,0.030739560
Sweden,SWE,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2012,286.89566
Norway,NOR,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2012,287.06769
France,FRA,Time off,Work-life balance,Hours per day,Young,2009,16.889327
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,93.1107223
Costa Rica,CRI,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,93.1107223
Hungary,HUN,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2013,7.980336476
Hungary,HUN,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2018,8.057232943
Hungary,HUN,Satisfaction with personal relationships,Social connections,0-10 scale,Young,2022,7.787538052
Costa Rica,CRI,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Young,2018,79.4
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,98.52198362
Denmark,DNK,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,98.52198362
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,17.25747883
Korea,KOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,17.25747883
Netherlands,NLD,Time spent in social interactions,Social connections,Hours per week,Middle-aged,2016,8.0957169
Norway,NOR,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2013,82.892150879
Norway,NOR,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2017,77.2
Norway,NOR,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2021,75.1
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,88.82194757
United States,USA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,88.82194757
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,38.94
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,36.95
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,36.95
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,35.94
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,33.4
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,33.28
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,34.64
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,34.58
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,34.99
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,32.84
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,30
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,27.17
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,27.65
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,25.83
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,24.66
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,24.3
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,25.19
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,18.87
Colombia,COL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,19.89
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,5.77
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,5.39
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,6.02
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,5.49
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,3.75
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,3.21
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,3.96
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,4.42
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,3.79
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,3.8
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,3.71
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,3.64
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,3.07
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,2.84
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,3.16
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,3.11
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2020,2.46
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2021,2.31
Estonia,EST,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2022,1.7
Switzerland,CHE,Life satisfaction,Subjective well-being,0-10 scale,Young,2013,8.010390292
Switzerland,CHE,Life satisfaction,Subjective well-being,0-10 scale,Young,2018,8.000614849
Switzerland,CHE,Life satisfaction,Subjective well-being,0-10 scale,Young,2021,7.807445589
Switzerland,CHE,Life satisfaction,Subjective well-being,0-10 scale,Young,2022,7.8
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,44.339245187
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,44.571396999
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,44.972978397
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,44.886076216
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,44.073101781
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,42.199
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,42.487
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,42.274
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,42.796
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,41.972
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,41.244
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,40.961
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,40.804
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,40.753
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,40.742
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,41.588
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,38.872
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,40.823
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,41.375
Mexico,MEX,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,42.091
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,6.48
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,6.97
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,7.84
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,8.69
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,8.44
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,6.52
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,4.88
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,6.35
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,6.36
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,6.51
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,4.8
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,4.44
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,4.3
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,3.73
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,3.4
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,4.38
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,3.54
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,2.65
Slovak Republic,SVK,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,1.44
Denmark,DNK,Adult literacy skills,Knowledge and skills,Points,Middle-aged,2012,281.53563
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2004,14.041683693
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2005,14.044612528
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2006,14.103037912
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2007,14.02069794
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2008,14.074722046
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2009,14.108744814
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2010,14.010721103
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2011,13.961060392
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2012,14.186157529
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2013,14.151947368
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2014,14.013250654
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2015,14.27191933
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2016,13.995410192
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2017,14.054730236
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2018,14.188763
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2019,14.208195
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2021,14.222394874
United States,USA,Time off,Work-life balance,Hours per day,Middle-aged,2022,14.461346113
Canada,CAN,Time off,Work-life balance,Hours per day,Young,2015,15.128699
Estonia,EST,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2013,7.759320959
Estonia,EST,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2018,7.981933028
Estonia,EST,Satisfaction with personal relationships,Social connections,0-10 scale,Middle-aged,2022,8.032347734
Austria,AUT,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2014,4.7
Austria,AUT,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2019,4.2
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,94.17661428
Hungary,HUN,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,94.17661428
Netherlands,NLD,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2019,7.2
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,97.49881625
Norway,NOR,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2022,97.49881625
Slovak Republic,SVK,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2014,1.1
Slovak Republic,SVK,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2019,0.9
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,66.60756469
New Zealand,NZL,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,66.60756469
