,REF_AREA,Reference area,CHEM_COMP,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2
9887,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2009,40.24657,A,Normal value,,
9888,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2010,39.43761,A,Normal value,,
9889,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2011,36.95116,A,Normal value,,
9890,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2012,35.48572,A,Normal value,,
9891,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2013,34.63959,A,Normal value,,
9892,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2014,32.03294,A,Normal value,,
9893,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2015,32.31994,A,Normal value,,
9894,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2016,32.50172,A,Normal value,,
9895,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,31.96886,A,Normal value,,
9896,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,31.1713,A,Normal value,,
9897,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,30.58919,A,Normal value,,
9898,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,32.06323,A,Normal value,,
9899,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,30.70315,A,Normal value,,
9900,SVN,Slovenia,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2022,28.58666,A,Normal value,,
9901,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1990,23.31824,A,Normal value,,
9902,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1991,24.79427,A,Normal value,,
9903,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1992,24.22292,A,Normal value,,
9904,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1993,24.51209,A,Normal value,,
9905,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1994,23.84953,A,Normal value,,
9906,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,23.61401,A,Normal value,,
9907,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,23.54866,A,Normal value,,
9908,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,22.66182,A,Normal value,,
9909,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,20.64944,A,Normal value,,
9910,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,20.16281,A,Normal value,,
9911,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,20.72235,A,Normal value,,
9912,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,20.7821,A,Normal value,,
9913,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,20.23783,A,Normal value,,
9914,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,21.17629,A,Normal value,,
9915,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,20.98089,A,Normal value,,
9916,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,21.43442,A,Normal value,,
9917,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,21.92822,A,Normal value,,
9918,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,24.0885,A,Normal value,,
9919,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,23.22409,A,Normal value,,
9920,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,21.15966,A,Normal value,,
9921,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,21.25753,A,Normal value,,
9922,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,19.32233,A,Normal value,,
9923,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,18.2766,A,Normal value,,
9924,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,18.07206,A,Normal value,,
9925,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,16.66087,A,Normal value,,
9926,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,17.28294,A,Normal value,,
9927,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,17.17215,A,Normal value,,
9928,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,15.96037,A,Normal value,,
9929,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,14.69637,A,Normal value,,
9930,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,12.96787,A,Normal value,,
9931,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,12.16184,A,Normal value,,
9932,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,12.14752,A,Normal value,,
9933,DNK,Denmark,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,11.21338,A,Normal value,,
9934,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1990,68.85754,A,Normal value,,
9935,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1991,67.54436,A,Normal value,,
9936,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1992,65.44292,A,Normal value,,
9937,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1993,62.44103,A,Normal value,,
9938,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1994,60.51596,A,Normal value,,
9939,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1995,60.30092,A,Normal value,,
9940,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1996,58.78712,A,Normal value,,
9941,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1997,58.36538,A,Normal value,,
9942,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1998,63.87415,A,Normal value,,
9943,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,1999,66.99857,A,Normal value,,
9944,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2000,63.53003,A,Normal value,,
9945,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2001,61.94296,A,Normal value,,
9946,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2002,61.2968,A,Normal value,,
9947,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2003,59.88886,A,Normal value,,
9948,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2004,60.24489,A,Normal value,,
9949,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2005,60.07393,A,Normal value,,
9950,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2006,66.35766,A,Normal value,,
9951,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2007,78.28281,A,Normal value,,
9952,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2008,117.2649,A,Normal value,,
9953,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2009,118.3344,A,Normal value,,
9954,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2010,116.5538,A,Normal value,,
9955,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2011,113.7362,A,Normal value,,
9956,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2012,114.6679,A,Normal value,,
9957,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2013,116.0338,A,Normal value,,
9958,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2014,115.0406,A,Normal value,,
9959,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2015,117.8736,A,Normal value,,
9960,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2016,116.9161,A,Normal value,,
9961,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2017,120.4669,A,Normal value,,
9962,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2018,120.08,A,Normal value,,
9963,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2019,115.4166,A,Normal value,,
9964,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2020,108.489,A,Normal value,,
9965,ISL,Iceland,CO,Carbon monoxide,Total man-made emissions,Tonnes,2021,111.968,A,Normal value,,
9966,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1990,1252.29,A,Normal value,,
9967,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1991,1243.431,A,Normal value,,
9968,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1992,1200.921,A,Normal value,,
9969,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1993,1155.707,A,Normal value,,
9970,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1994,1212.702,A,Normal value,,
9971,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1995,1203.099,A,Normal value,,
9972,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1996,1158.435,A,Normal value,,
9973,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1997,1193.526,A,Normal value,,
9974,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1998,1118.726,A,Normal value,,
9975,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,1999,1135.82,A,Normal value,,
9976,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2000,1130.301,A,Normal value,,
9977,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2001,1123.461,A,Normal value,,
9978,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2002,1114.55,A,Normal value,,
9979,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2003,1087.87,A,Normal value,,
9980,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2004,1058.874,A,Normal value,,
9981,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2005,1011.739,A,Normal value,,
9982,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2006,973.3934,A,Normal value,,
9983,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2007,930.9879,A,Normal value,,
9984,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2008,864.451,A,Normal value,,
9985,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2009,806.3464,A,Normal value,,
9986,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2010,776.1149,A,Normal value,,
9987,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2011,732.4716,A,Normal value,,
9988,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2012,728.5133,A,Normal value,,
9989,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2013,719.9112,A,Normal value,,
9990,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2014,711.5603,A,Normal value,,
9991,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2015,672.004,A,Normal value,,
9992,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2016,637.7107,A,Normal value,,
9993,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2017,598.2219,A,Normal value,,
9994,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2018,561.813,A,Normal value,,
9995,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2019,523.3246,A,Normal value,,
9996,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2020,335.207,A,Normal value,,
9997,JPN,Japan,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2021,337.3174,A,Normal value,,
9998,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2010,501.807,A,Normal value,,
9999,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2011,400.678,A,Normal value,,
10000,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2012,476.999,A,Normal value,,
10001,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2013,505.834,A,Normal value,,
10002,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2014,536.55,A,Normal value,,
10003,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2015,530.838,A,Normal value,,
10004,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2016,536.511,A,Normal value,,
10005,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2017,416.417,A,Normal value,,
10006,COL,Colombia,SOX,Sulphur oxides,Total man-made emissions,Tonnes,2018,480.552,A,Normal value,,
10007,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1990,399.283,A,Normal value,,
10008,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1991,363.6502,A,Normal value,,
10009,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1992,321.2944,A,Normal value,,
10010,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1993,323.4814,A,Normal value,,
10011,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1994,306.8369,A,Normal value,,
10012,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1995,288.5503,A,Normal value,,
10013,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1996,291.7655,A,Normal value,,
10014,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1997,273.5632,A,Normal value,,
10015,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1998,257.4565,A,Normal value,,
10016,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,1999,254.7765,A,Normal value,,
10017,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2000,240.8094,A,Normal value,,
10018,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2001,248.1914,A,Normal value,,
10019,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2002,240.4633,A,Normal value,,
10020,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2003,241.1788,A,Normal value,,
10021,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2004,234.3684,A,Normal value,,
10022,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2005,211.8117,A,Normal value,,
10023,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2006,214.088,A,Normal value,,
10024,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2007,198.7223,A,Normal value,,
10025,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2008,184.7663,A,Normal value,,
10026,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2009,191.9861,A,Normal value,,
10027,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2010,153.4752,A,Normal value,,
10028,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2011,155.5411,A,Normal value,,
10029,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2012,155.6557,A,Normal value,,
10030,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2013,137.3308,A,Normal value,,
10031,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2014,130.0845,A,Normal value,,
10032,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2015,107.1268,A,Normal value,,
10033,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2016,104.8993,A,Normal value,,
10034,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2017,112.2529,A,Normal value,,
10035,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2018,115.8425,A,Normal value,,
10036,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2019,111.6759,A,Normal value,,
10037,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2020,98.524,A,Normal value,,
10038,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2021,100.7281,A,Normal value,,
10039,LVA,Latvia,CO,Carbon monoxide,Total man-made emissions,Tonnes,2022,98.71085,A,Normal value,,
10040,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1990,74.66557,A,Normal value,,
10041,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1991,66.69183,A,Normal value,,
10042,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1992,45.08581,A,Normal value,,
10043,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1993,40.66771,A,Normal value,,
10044,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1994,45.19038,A,Normal value,,
10045,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1995,47.48777,A,Normal value,,
10046,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1996,52.07574,A,Normal value,,
10047,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1997,51.70431,A,Normal value,,
10048,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1998,49.55806,A,Normal value,,
10049,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1999,45.11842,A,Normal value,,
10050,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2000,44.41715,A,Normal value,,
10051,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2001,48.61634,A,Normal value,,
10052,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2002,47.93918,A,Normal value,,
10053,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2003,48.82677,A,Normal value,,
10054,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2004,45.30905,A,Normal value,,
10055,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2005,42.15407,A,Normal value,,
10056,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2006,40.38064,A,Normal value,,
10057,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2007,44.90036,A,Normal value,,
10058,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2008,42.21898,A,Normal value,,
10059,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2009,36.28397,A,Normal value,,
10060,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2010,42.13132,A,Normal value,,
10061,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2011,40.51933,A,Normal value,,
10062,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2012,37.58694,A,Normal value,,
10063,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2013,36.74007,A,Normal value,,
10064,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2014,34.92743,A,Normal value,,
10065,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2015,30.73204,A,Normal value,,
10066,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2016,31.24158,A,Normal value,,
10067,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2017,31.74229,A,Normal value,,
10068,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2018,30.62168,A,Normal value,,
10069,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2019,25.53532,A,Normal value,,
10070,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2020,23.25114,A,Normal value,,
10071,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2021,22.71391,A,Normal value,,
10072,EST,Estonia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2022,23.3568,A,Normal value,,
10073,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,1996,478.174,A,Normal value,,
10074,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2000,376.117,A,Normal value,,
10075,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2003,283.996,A,Normal value,,
10076,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2004,263.432,A,Normal value,,
10077,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2005,257.124,A,Normal value,,
10078,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2006,236.996,A,Normal value,,
10079,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2007,225.521,A,Normal value,,
10080,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2008,212.825,A,Normal value,,
10081,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2009,198.01,A,Normal value,,
10082,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2010,185.55,A,Normal value,,
10083,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2011,167.698,A,Normal value,,
10084,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2012,142.924,A,Normal value,,
10085,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2013,137.566,A,Normal value,,
10086,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2014,134.887,A,Normal value,,
10087,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2015,135.978,A,Normal value,,
10088,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2016,135.071,A,Normal value,,
10089,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2017,137.367,A,Normal value,,
10090,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2018,137.073,A,Normal value,,
10091,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2019,139.249,A,Normal value,,
10092,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2020,117.963,A,Normal value,,
10093,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2021,132.024,A,Normal value,,
10094,ISR,Israel,CO,Carbon monoxide,Total man-made emissions,Tonnes,2022,133.63,A,Normal value,,
10095,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1990,54.69326,A,Normal value,,
10096,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1991,45.31941,A,Normal value,,
10097,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1992,42.03279,A,Normal value,,
10098,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1993,40.24613,A,Normal value,,
10099,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1994,38.6738,A,Normal value,,
10100,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,34.81257,A,Normal value,,
10101,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,37.52957,A,Normal value,,
10102,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,37.89906,A,Normal value,,
10103,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,39.93807,A,Normal value,,
10104,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,37.9342,A,Normal value,,
10105,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,40.02546,A,Normal value,,
10106,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,39.83669,A,Normal value,,
10107,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,41.02859,A,Normal value,,
10108,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,41.79218,A,Normal value,,
10109,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,42.30342,A,Normal value,,
10110,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,39.70863,A,Normal value,,
10111,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,36.71304,A,Normal value,,
10112,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,40.87589,A,Normal value,,
10113,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,37.07063,A,Normal value,,
10114,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,43.08781,A,Normal value,,
10115,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,42.57592,A,Normal value,,
10116,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,42.22882,A,Normal value,,
10117,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,42.11784,A,Normal value,,
10118,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,37.36008,A,Normal value,,
10119,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,36.70049,A,Normal value,,
10120,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,37.85062,A,Normal value,,
10121,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,43.32983,A,Normal value,,
10122,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,40.93507,A,Normal value,,
10123,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,41.27534,A,Normal value,,
10124,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,42.21906,A,Normal value,,
10125,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,57.97915,A,Normal value,,
10126,SRB,Serbia,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,58.89769,A,Normal value,,
