,REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
1102,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.3
1103,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,88.5
1104,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,87.9
1105,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,91.9
1106,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.1
1107,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.2
1108,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,90.9
1109,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,89.7
1110,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,64.0
1111,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,66.1
1112,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,70.7
1113,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,67.0
1114,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,70.1
1115,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,70.0
1116,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,70.9
1117,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,73.3
1118,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,73.0
1119,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,70.1
1120,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,70.1
1121,PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,71.0
1122,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2000,60.6
1123,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,61.6
1124,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,63.5
1125,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,68.6
1126,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,67.6
1127,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,71.4
1128,CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2021,56.3
1129,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,89.7
1130,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,85.6
1131,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,85.9
1132,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,87.9
1133,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,87.5
1134,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,88.2
1135,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,92.3
1136,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,92.7
1137,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,92.5
1138,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.7
1139,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.7
1140,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,94.4
1141,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95.0
1142,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,94.4
1143,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,94.8
1144,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,95.2
1145,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.1
1146,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95.4
1147,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,95.4
1148,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,97.7
1149,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96.0
1150,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.3
1151,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.5
1152,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,95.6
1153,ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,96.0
1154,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2000,57.1
1155,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,64.9
1156,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,68.0
1157,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,70.2
1158,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,69.3
1159,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,78.2
1160,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,80.2
1161,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,79.9
1162,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,81.9
1163,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,83.8
1164,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.3
1165,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,85.0
1166,HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,83.1
1167,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,87.2
1168,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,88.5
1169,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,87.8
1170,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,88.1
1171,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,85.4
1172,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,84.0
1173,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,85.0
1174,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,83.3
1175,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,84.2
1176,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.2
1177,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,83.7
1178,AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,84.3
1179,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,89.2
1180,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,91.1
1181,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,90.3
1182,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,90.4
1183,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,91.8
1184,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,92.2
1185,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,93.0
1186,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,92.2
1187,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,93.6
1188,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,94.0
1189,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,94.3
1190,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,93.1
1191,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,95.4
1192,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,93.6
1193,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,94.6
1194,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,88.6
1195,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2018,89.1
1196,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,89.3
1197,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2020,90.1
1198,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2021,86.9
1199,ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,87.3
1200,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,95.0
1201,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,93.9
1202,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,94.2
1203,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,96.3
1204,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,94.7
1205,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.5
1206,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,93.3
1207,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,94.0
1208,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,92.3
1209,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,92.9
1210,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,89.9
1211,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,92.6
1212,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,89.9
1213,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.4
1214,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,88.0
1215,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,88.2
1216,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,90.1
1217,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,91.5
1218,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,92.9
1219,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91.8
1220,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,90.5
1221,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,88.4
1222,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,91.9
1223,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,87.8
1224,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,88.7
1225,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,89.4
1226,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,88.9
1227,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,88.6
1228,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,87.5
1229,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,87.1
1230,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,88.0
1231,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,86.4
1232,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,85.7
1233,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,85.1
1234,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,85.4
1235,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,92.8
1236,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,93.8
1237,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,90.7
1238,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,89.6
1239,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,91.1
1240,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,92.6
1241,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,92.3
1242,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,90.4
1243,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,90.2
1244,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,91.0
1245,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,89.5
1246,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,90.3
1247,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,89.8
1248,IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,89.4
1249,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1986,48.1
1250,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,57.2
1251,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,49.3
1252,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,45.8
1253,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1999,46.1
1254,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,48.6
1255,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,52.1
1256,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,60.9
1257,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,53.3
1258,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,51.3
1259,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,56.3
1260,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,54.4
1261,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2018,58.5
1262,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2020,61.1
1263,KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,64.9
1264,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,94.0
1265,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,95.1
1266,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,94.7
1267,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,95.0
1268,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,94.2
1269,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,93.3
1270,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.6
1271,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,92.0
1272,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,94.0
1273,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,92.3
1274,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91.0
1275,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,93.6
1276,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,93.3
1277,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,91.7
1278,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,90.6
1279,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,92.7
1280,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,94.0
1281,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,92.3
1282,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91.0
1283,AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,89.3
1284,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,70.8
1285,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,74.6
1286,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,75.0
1287,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,75.8
1288,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,78.8
1289,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,78.9
1290,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,79.2
1291,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,82.2
1292,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.8
1293,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,84.3
1294,SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,83.6
1295,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,82.7
1296,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,83.4
1297,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,84.7
1298,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,85.6
1299,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,84.8
1300,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,83.5
1301,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,81.9
1302,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,82.0
1303,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,82.1
1304,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,81.0
1305,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,81.9
1306,FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,81.2
1307,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,70.6
1308,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,73.3
1309,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,75.2
1310,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,82.3
1311,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,84.1
1312,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,84.2
1313,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,83.7
1314,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,86.4
1315,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,86.1
1316,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,87.5
1317,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,86.9
1318,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,85.1
1319,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,83.6
1320,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,85.3
1321,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,86.8
1322,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,84.9
1323,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,85.1
1324,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,84.7
1325,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,86.8
1326,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,83.2
1327,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,83.9
1328,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,82.9
1329,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,84.0
1330,LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,82.6
1331,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,87.8
1332,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,89.6
1333,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,91.1
1334,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,87.9
1335,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,90.0
1336,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,90.7
1337,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,90.5
1338,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,90.5
1339,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,90.4
1340,AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,90.3
1341,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,88.5
1342,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,91.1
1343,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,91.3
1344,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,90.8
1345,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,93.3
1346,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.2
1347,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,90.9
1348,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91.0
1349,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,91.9
1350,AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,92.8
1351,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,87.7
1352,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,93.2
1353,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,88.0
1354,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,90.4
1355,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,89.9
1356,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,89.1
1357,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,88.6
1358,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,89.3
1359,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,88.3
1360,ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,87.2
