,Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
8545,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Young,2012,75.46
8546,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Young,2017,71.04
8547,France,FRA,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Young,2022,64.69
8548,Germany,DEU,Time spent in social interactions,Social connections,Hours per week,Young,2012,9.0436945
8549,Greece,GRC,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Young,2015,82.71347
8550,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,95.66859007
8551,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2011,95.66859007
8552,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,95.66859007
8553,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,95.66859007
8554,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,95.66859007
8555,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,95.66859007
8556,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,95.66859007
8557,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,95.66859007
8558,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,95.66859007
8559,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,95.66859007
8560,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,95.66859007
8561,Ireland,IRL,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,95.66859007
8562,United Kingdom,GBR,Time spent in social interactions,Social connections,Hours per week,Young,2014,6.4225582
8563,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2011,7.05261454
8564,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2012,7.05261454
8565,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2013,7.05261454
8566,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2014,7.05261454
8567,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2015,7.05261454
8568,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2016,7.05261454
8569,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2017,7.05261454
8570,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2018,7.05261454
8571,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2019,7.05261454
8572,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2020,7.05261454
8573,Estonia,EST,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2021,7.05261454
8574,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,92.56043434
8575,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,92.56043434
8576,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,92.56043434
8577,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,92.56043434
8578,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,92.56043434
8579,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,92.56043434
8580,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,92.56043434
8581,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,92.56043434
8582,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,92.56043434
8583,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,92.56043434
8584,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,92.56043434
8585,Austria,AUT,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,92.56043434
8586,Greece,GRC,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2015,84.7666
8587,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,94.0286696
8588,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,94.0286696
8589,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,94.0286696
8590,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,94.0286696
8591,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,94.0286696
8592,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,94.0286696
8593,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,94.0286696
8594,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,94.0286696
8595,Switzerland,CHE,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,94.0286696
8596,Slovenia,SVN,Satisfaction with time use,Work-life balance,0-10 scale,Young,2013,7.083092198
8597,Slovenia,SVN,Satisfaction with time use,Work-life balance,0-10 scale,Young,2018,7.259567429
8598,Slovenia,SVN,Satisfaction with time use,Work-life balance,0-10 scale,Young,2022,7.600658466
8599,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,47.716790279
8600,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,48.719385417
8601,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,50.260738973
8602,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,63.019301594
8603,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,57.080184229
8604,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,45.345
8605,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,38.703
8606,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,36.171
8607,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,34.791
8608,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,36.551
8609,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,36.802
8610,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,37.83
8611,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,41.984
8612,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,39.959
8613,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,40.294
8614,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,41.199
8615,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,37.014
8616,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,42.913
8617,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,47.819
8618,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,48.38
8619,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2004,84.722748786
8620,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2005,85.065590201
8621,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2006,85.226636665
8622,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2007,86.073101712
8623,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2008,87.195145132
8624,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2009,86.685
8625,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2010,84.323
8626,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2011,85.4
8627,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2012,85.74
8628,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2013,85.217
8629,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2014,85.782
8630,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2015,86.264
8631,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2016,86.299
8632,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2017,86.192
8633,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2018,86.693
8634,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2019,87.546
8635,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2020,87.01
8636,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2021,86.335
8637,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2022,86.384
8638,Switzerland,CHE,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2023,87.255
8639,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,0.29
8640,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,0.13
8641,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,0.92
8642,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,0.97
8643,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,1.31
8644,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,3.41
8645,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,1.2
8646,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,0.5
8647,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,0.9
8648,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,1.11
8649,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,0.33
8650,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,0.83
8651,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,1.15
8652,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,2.01
8653,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,1.58
8654,Luxembourg,LUX,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,2.14
8655,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2004,77.450903411
8656,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2005,78.765482887
8657,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2006,79.180455114
8658,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2007,79.929219149
8659,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2008,80.312191169
8660,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2009,79.15
8661,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2010,79.464
8662,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2011,79.802
8663,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2012,79.452
8664,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2013,79.145
8665,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2014,78.8
8666,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2015,79.31
8667,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2016,79.686
8668,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2017,80.217
8669,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2018,80.944
8670,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2019,81.521
8671,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2020,80.087
8672,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2021,81.849
8673,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2022,83.62
8674,Australia,AUS,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2023,84.282
8675,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2007,3.429941177
8676,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2008,4.031086922
8677,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2009,3.928271294
8678,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2010,4.232359886
8679,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2011,4.01000452
8680,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2012,4.288920879
8681,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2013,4.753158092
8682,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2014,3.266912222
8683,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2015,4.11578846
8684,Norway,NOR,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Young,2016,4.477726936
8685,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2004,76.997046661
8686,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2005,78.079236862
8687,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2006,78.356642494
8688,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2007,78.582657709
8689,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2008,77.340479828
8690,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2009,72.246
8691,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2010,70.153
8692,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2011,69.142
8693,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2012,69.436
8694,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2013,71.284
8695,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2014,73.107
8696,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2015,74.687
8697,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2016,75.83
8698,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2017,78.058
8699,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2018,79.226
8700,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2019,80.261
8701,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2020,79.054
8702,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2021,80.33
8703,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2022,83.528
8704,Ireland,IRL,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Middle-aged,2023,84.272
8705,Slovak Republic,SVK,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2013,6.181569838
8706,Slovak Republic,SVK,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2018,6.05086073
8707,Slovak Republic,SVK,Satisfaction with time use,Work-life balance,0-10 scale,Middle-aged,2022,5.79567481
8708,Australia,AUS,Adult numeracy skills,Knowledge and skills,Points,Middle-aged,2012,275.447967529
8709,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2010,93.94625425
8710,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2012,93.94625425
8711,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2013,93.94625425
8712,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2014,93.94625425
8713,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2015,93.94625425
8714,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2016,93.94625425
8715,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2017,93.94625425
8716,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2018,93.94625425
8717,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2019,93.94625425
8718,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2020,93.94625425
8719,France,FRA,Social support,Social connections,Percentage of population aged 15 years or over in the same subgroup,Young,2021,93.94625425
8720,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2012,8.771389723
8721,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2014,8.771389723
8722,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2015,8.771389723
8723,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2016,8.771389723
8724,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2017,8.771389723
8725,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2018,8.771389723
8726,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2019,8.771389723
8727,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2020,8.771389723
8728,Norway,NOR,Negative affect balance,Subjective well-being,Percentage of population aged 15 years or over in the same subgroup,Young,2021,8.771389723
8729,Latvia,LVA,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2014,3.7
8730,Latvia,LVA,Self-reported depression,Health,Percentage of population aged 15 years or over in the same subgroup,Young,2019,5.1
8731,Australia,AUS,Voter turnout,Civic engagement,Percentage of votes in the same subgroup,Middle-aged,2013,92.913711548
8732,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2010,62.63799071
8733,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2011,62.63799071
8734,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2012,62.63799071
8735,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2013,62.63799071
8736,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2014,62.63799071
8737,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2015,62.63799071
8738,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2016,62.63799071
8739,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2017,62.63799071
8740,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2018,62.63799071
8741,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2019,62.63799071
8742,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2020,62.63799071
8743,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2021,62.63799071
8744,Greece,GRC,Feeling safe at night,Safety,Percentage of population aged 15 years or over in the same subgroup,Middle-aged,2022,62.63799071
8745,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2004,63.95
8746,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2005,65.3
8747,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2006,64.75
8748,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2007,72.85
8749,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2008,72.35
8750,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2009,73.1
8751,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2010,76.4
8752,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2011,73.7
8753,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2012,78.6
8754,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2013,76.5
8755,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2014,78.7
8756,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2015,76.7
8757,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2016,72.7
8758,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2017,82.2
8759,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2018,77.8
8760,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2019,77.6
8761,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2021,77.0
8762,Italy,ITA,Perceived health as positive,Health,Percentage of population aged 16 years or over in the same subgroup,Middle-aged,2022,76.9
8763,United Kingdom,GBR,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,28.137477875
8764,United Kingdom,GBR,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,26.685434341
8765,United Kingdom,GBR,Job strain,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,19.004964828
8766,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,26.89864996
8767,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,25.005625861
8768,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,24.151461459
8769,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,23.951366245
8770,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,23.480611457
8771,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,22.781
8772,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,20.13
8773,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,16.104
8774,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,13.019
8775,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,11.841
8776,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,13.336
8777,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,13.03
8778,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,12.987
8779,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,14.13
8780,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,13.986
8781,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,14.556
8782,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,13.792
8783,Greece,GRC,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,13.36
