,Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
10914,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1978,64.0
10915,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1979,63.9
10916,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1980,63.8
10917,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1981,63.7
10918,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1982,63.6
10919,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1983,63.4
10920,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1984,63.3
10921,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1985,63.2
10922,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1986,62.8
10923,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1987,62.7
10924,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1988,62.7
10925,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1989,62.5
10926,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1990,62.0
10927,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1991,62.0
10928,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1992,61.8
10929,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1993,62.0
10930,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1994,61.5
10931,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1995,61.6
10932,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1996,61.8
10933,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1997,62.2
10934,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1998,61.1
10935,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,1999,61.4
10936,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2000,61.8
10937,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2001,61.7
10938,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2002,61.2
10939,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2003,61.7
10940,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2004,61.4
10941,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2005,61.2
10942,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2006,61.1
10943,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2007,61.4
10944,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2008,61.1
10945,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2009,60.9
10946,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2010,61.0
10947,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2011,60.8
10948,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2012,60.9
10949,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2013,60.9
10950,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2014,60.5
10951,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2015,60.8
10952,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2016,60.8
10953,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2017,60.5
10954,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2018,60.8
10955,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2019,61.3
10956,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2020,60.9
10957,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2021,60.9
10958,Greece,GRC,Effective labour market exit age,Years,Male,Not applicable,2022,63.2
10959,Hungary,HUN,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,63.2
10960,Hungary,HUN,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,74.0
10961,Hungary,HUN,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020,75.2
10962,Hungary,HUN,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022,79.9
10963,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,13.2
10964,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,13.3
10965,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,13.6
10966,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,13.6
10967,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,13.8
10968,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,14.0
10969,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,14.2
10970,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,14.5
10971,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,14.8
10972,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,15.1
10973,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,15.5
10974,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,15.9
10975,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,16.3
10976,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,16.7
10977,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,17.2
10978,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,17.6
10979,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,18.1
10980,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,18.5
10981,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,18.9
10982,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,19.4
10983,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,19.8
10984,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,20.1
10985,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,20.4
10986,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,20.7
10987,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,21.0
10988,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,21.3
10989,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,21.9
10990,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,22.4
10991,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,22.9
10992,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,23.2
10993,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,23.2
10994,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,22.8
10995,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,22.1
10996,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,21.3
10997,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,20.7
10998,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,20.4
10999,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,20.5
11000,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,21.0
11001,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,21.7
11002,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,22.4
11003,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,23.5
11004,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,23.3
11005,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,23.9
11006,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,24.0
11007,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,24.2
11008,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,24.3
11009,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,24.5
11010,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,24.5
11011,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,24.7
11012,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,24.7
11013,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,24.8
11014,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,24.9
11015,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,33.2
11016,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,34.1
11017,Hungary,HUN,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,34.5
11018,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1970,66.0
11019,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1971,64.9
11020,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1972,63.8
11021,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1973,62.9
11022,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1974,62.1
11023,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1975,61.5
11024,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1976,61.2
11025,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1977,61.0
11026,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1978,60.8
11027,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1979,60.5
11028,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1980,60.3
11029,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1981,60.0
11030,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1982,59.6
11031,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1983,59.0
11032,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1984,58.6
11033,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1985,58.1
11034,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1986,58.0
11035,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1987,57.9
11036,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1988,57.9
11037,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1989,57.8
11038,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1990,57.7
11039,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1991,57.5
11040,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1992,57.3
11041,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1993,56.9
11042,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1994,56.5
11043,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1995,56.4
11044,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1996,55.7
11045,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1997,54.9
11046,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1998,54.5
11047,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,1999,55.1
11048,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2000,55.1
11049,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2001,55.2
11050,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2002,55.3
11051,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2003,55.4
11052,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2004,55.0
11053,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2005,56.6
11054,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2006,57.3
11055,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2007,57.6
11056,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2008,57.9
11057,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2009,58.5
11058,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2010,58.5
11059,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2011,58.5
11060,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2012,59.2
11061,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2013,59.3
11062,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2014,59.6
11063,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2015,59.7
11064,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2016,60.3
11065,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2017,59.8
11066,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2018,59.7
11067,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2019,59.1
11068,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2020,59.7
11069,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2021,60.5
11070,Hungary,HUN,Effective labour market exit age,Years,Female,Not applicable,2022,60.8
11071,Iceland,ISL,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2014,82.4
11072,Iceland,ISL,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2018,78.0
11073,Iceland,ISL,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2020,74.7
11074,Iceland,ISL,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022,79.7
11075,Italy,ITA,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2014,60.1
11076,Italy,ITA,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2018,64.7
11077,Italy,ITA,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2020,65.5
11078,Italy,ITA,Employment rate,Percentage of population in the same age,Not applicable,From 55 to 59 years,2022,66.9
11079,Italy,ITA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,6.2
11080,Italy,ITA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,5.9
11081,Italy,ITA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,5.3
11082,Italy,ITA,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,5.3
11083,Luxembourg,LUX,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,60.0
11084,Luxembourg,LUX,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,62.0
11085,Luxembourg,LUX,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,62.0
11086,Luxembourg,LUX,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,62.0
11087,New Zealand,NZL,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,26.8
11088,New Zealand,NZL,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,26.8
11089,New Zealand,NZL,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,26.8
11090,New Zealand,NZL,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,17.5
11091,Norway,NOR,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,44.5
11092,Poland,POL,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,22.3
11093,Portugal,PRT,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,66.0
11094,Portugal,PRT,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,65.2
11095,Portugal,PRT,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020,65.3
11096,Portugal,PRT,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022,65.6
11097,Portugal,PRT,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,71.3
11098,Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014,4.2
11099,Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018,8.1
11100,Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020,9.4
11101,Slovak Republic,SVK,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,9.2
11102,Spain,ESP,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,49.6
11103,Switzerland,CHE,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014,22.1
11104,Switzerland,CHE,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018,22.9
11105,Switzerland,CHE,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020,22.5
11106,Switzerland,CHE,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022,21.0
11107,United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2014,68.0
11108,United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2018,68.0
11109,United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2020,67.0
11110,United Kingdom,GBR,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,67.0
11111,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,14.2
11112,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,14.7
11113,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,14.9
11114,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,15.4
11115,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,15.7
11116,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,16.0
11117,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,16.3
11118,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,16.6
11119,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,16.9
11120,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,17.1
11121,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,17.4
11122,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,17.6
11123,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,18.1
11124,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,18.1
11125,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,18.2
11126,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,18.4
11127,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,18.4
11128,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,18.5
11129,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,18.5
11130,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,18.5
11131,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,18.5
11132,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,18.6
11133,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,18.7
11134,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,18.8
11135,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,19.0
11136,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,19.7
11137,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,19.3
11138,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977,19.4
11139,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978,19.6
11140,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979,19.7
11141,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980,19.8
11142,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981,19.9
11143,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982,20.0
11144,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983,20.1
11145,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984,20.2
11146,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985,20.4
11147,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986,20.5
11148,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987,20.7
11149,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988,20.9
11150,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989,21.1
11151,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991,21.4
11152,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992,21.0
11153,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993,21.5
11154,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994,21.5
11155,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996,21.4
11156,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997,21.3
11157,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998,21.2
11158,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999,21.0
11159,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001,20.8
11160,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002,20.7
11161,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003,20.6
11162,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004,20.6
11163,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022,29.4
11164,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023,31.3
11165,United States,USA,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024,32.2
11166,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1970,65.7
11167,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1971,65.0
11168,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1972,64.6
11169,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1973,64.5
11170,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1974,64.2
11171,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1975,63.8
11172,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1976,63.8
11173,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1977,64.1
11174,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1978,64.4
11175,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1979,63.9
11176,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1980,64.1
11177,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1981,64.1
11178,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1982,64.1
11179,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1983,63.4
11180,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1984,63.4
11181,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1985,63.2
11182,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1986,63.0
11183,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1987,63.1
11184,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1988,63.7
11185,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1989,63.7
11186,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1990,63.0
11187,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1991,62.5
11188,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1992,62.5
11189,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1993,62.3
11190,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1994,62.0
11191,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1995,62.1
11192,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1996,62.2
11193,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1997,62.6
11194,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1998,62.1
11195,United States,USA,Effective labour market exit age,Years,Female,Not applicable,1999,62.4
11196,United States,USA,Effective labour market exit age,Years,Female,Not applicable,2000,62.1
11197,United States,USA,Effective labour market exit age,Years,Female,Not applicable,2001,61.7
