NOC,Team,Year,Sex,Medal,Count
INA,Indonesia,2012,M,Silver,1
INA,Indonesia,2016,M,Silver,1
INA,Indonesia-1,2000,F,Silver,1
INA,Indonesia-1,2008,F,Silver,1
INA,Indonesia-1,2016,F,Gold,1
INA,Indonesia-1,1992,M,Silver,2
INA,Indonesia-1,1996,M,Bronze,1
INA,Indonesia-1,2000,M,Silver,1
INA,Indonesia-1,2004,M,Bronze,2
INA,Indonesia-1,2008,M,Gold,2
INA,Indonesia-1,2008,M,Silver,1
INA,Indonesia-1,2016,M,Gold,1
IRI,Iran,2016,F,Bronze,1
IRI,Iran,1952,M,Silver,1
IRI,Iran,1956,M,Gold,2
IRI,Iran,1956,M,Silver,1
IRI,Iran,1960,M,Bronze,3
IRI,Iran,1960,M,Silver,1
IRI,Iran,1964,M,Bronze,2
IRI,Iran,1968,M,Bronze,2
IRI,Iran,1968,M,Gold,2
IRI,Iran,1968,M,Silver,1
IRI,Iran,1972,M,Bronze,1
IRI,Iran,1972,M,Silver,2
IRI,Iran,1976,M,Bronze,1
IRI,Iran,1976,M,Silver,1
IRI,Iran,1988,M,Silver,1
IRI,Iran,1992,M,Bronze,2
IRI,Iran,1992,M,Silver,1
IRI,Iran,1996,M,Bronze,1
IRI,Iran,1996,M,Gold,1
IRI,Iran,1996,M,Silver,1
IRI,Iran,2000,M,Bronze,1
IRI,Iran,2000,M,Gold,3
IRI,Iran,2004,M,Bronze,2
IRI,Iran,2004,M,Gold,2
IRI,Iran,2004,M,Silver,2
IRI,Iran,2008,M,Bronze,1
IRI,Iran,2008,M,Gold,1
IRI,Iran,2012,M,Bronze,3
IRI,Iran,2012,M,Gold,4
IRI,Iran,2012,M,Silver,5
IRI,Iran,2016,M,Bronze,3
IRI,Iran,2016,M,Gold,3
IRI,Iran,2016,M,Silver,1
IRL,Ireland,1996,F,Bronze,1
IRL,Ireland,1996,F,Gold,3
IRL,Ireland,2000,F,Silver,1
IRL,Ireland,2012,F,Gold,1
IRL,Ireland,2016,F,Silver,1
IRL,Ireland,1928,M,Gold,1
IRL,Ireland,1932,M,Gold,2
IRL,Ireland,1956,M,Gold,1
IRL,Ireland,1964,M,Bronze,1
IRL,Ireland,1980,M,Bronze,1
IRL,Ireland,1980,M,Silver,2
IRL,Ireland,1984,M,Silver,1
IRL,Ireland,1992,M,Gold,1
IRL,Ireland,1992,M,Silver,1
IRL,Ireland,2008,M,Bronze,2
IRL,Ireland,2008,M,Silver,1
IRL,Ireland,2012,M,Bronze,3
IRL,Ireland,2012,M,Silver,1
IRL,Ireland,2016,M,Silver,2
ISR,Israel,2016,F,Bronze,1
ISR,Israel,1996,M,Bronze,1
ISR,Israel,2000,M,Bronze,1
ISR,Israel,2004,M,Bronze,1
ISR,Israel,2004,M,Gold,1
ISR,Israel,2008,M,Bronze,1
ISR,Israel,2016,M,Bronze,1
ITA,Italy,1952,F,Gold,1
ITA,Italy,1960,F,Bronze,4
ITA,Italy,1964,F,Bronze,1
ITA,Italy,1968,F,Gold,1
ITA,Italy,1972,F,Bronze,3
ITA,Italy,1972,F,Gold,1
ITA,Italy,1972,F,Silver,1
ITA,Italy,1976,F,Silver,3
ITA,Italy,1980,F,Gold,1
ITA,Italy,1980,F,Silver,2
ITA,Italy,1984,F,Bronze,1
ITA,Italy,1984,F,Gold,2
ITA,Italy,1984,F,Silver,2
ITA,Italy,1988,F,Silver,5
ITA,Italy,1992,F,Bronze,4
ITA,Italy,1992,F,Gold,8
ITA,Italy,1992,F,Silver,2
ITA,Italy,1994,F,Bronze,7
ITA,Italy,1994,F,Gold,4
ITA,Italy,1994,F,Silver,2
ITA,Italy,1996,F,Bronze,5
ITA,Italy,1996,F,Gold,5
ITA,Italy,1996,F,Silver,7
ITA,Italy,1998,F,Bronze,4
ITA,Italy,1998,F,Gold,1
ITA,Italy,1998,F,Silver,2
ITA,Italy,2000,F,Bronze,3
ITA,Italy,2000,F,Gold,8
ITA,Italy,2000,F,Silver,2
ITA,Italy,2002,F,Bronze,3
ITA,Italy,2002,F,Gold,3
ITA,Italy,2002,F,Silver,2
ITA,Italy,2004,F,Bronze,2
ITA,Italy,2004,F,Gold,14
ITA,Italy,2004,F,Silver,10
ITA,Italy,2006,F,Bronze,8
ITA,Italy,2008,F,Bronze,7
ITA,Italy,2008,F,Gold,4
ITA,Italy,2008,F,Silver,3
ITA,Italy,2010,F,Bronze,1
ITA,Italy,2012,F,Bronze,7
ITA,Italy,2012,F,Gold,6
ITA,Italy,2012,F,Silver,1
ITA,Italy,2014,F,Bronze,8
ITA,Italy,2014,F,Silver,1
ITA,Italy,2016,F,Bronze,2
ITA,Italy,2016,F,Gold,1
ITA,Italy,2016,F,Silver,20
ITA,Italy,1906,M,Silver,1
ITA,Italy,1908,M,Silver,1
ITA,Italy,1912,M,Bronze,1
ITA,Italy,1920,M,Gold,5
ITA,Italy,1920,M,Silver,1
ITA,Italy,1924,M,Gold,3
ITA,Italy,1928,M,Bronze,2
ITA,Italy,1928,M,Silver,2
ITA,Italy,1932,M,Bronze,4
ITA,Italy,1932,M,Gold,1
ITA,Italy,1932,M,Silver,1
ITA,Italy,1936,M,Bronze,2
ITA,Italy,1936,M,Gold,13
ITA,Italy,1936,M,Silver,5
ITA,Italy,1948,M,Bronze,2
ITA,Italy,1948,M,Gold,1
ITA,Italy,1948,M,Silver,1
ITA,Italy,1952,M,Bronze,1
ITA,Italy,1952,M,Gold,3
ITA,Italy,1952,M,Silver,3
ITA,Italy,1956,M,Bronze,3
ITA,Italy,1956,M,Gold,7
ITA,Italy,1956,M,Silver,5
ITA,Italy,1960,M,Bronze,22
ITA,Italy,1960,M,Gold,33
ITA,Italy,1960,M,Silver,15
ITA,Italy,1964,M,Bronze,8
ITA,Italy,1964,M,Gold,14
ITA,Italy,1964,M,Silver,28
ITA,Italy,1968,M,Bronze,19
ITA,Italy,1968,M,Gold,6
ITA,Italy,1968,M,Silver,8
ITA,Italy,1972,M,Bronze,11
ITA,Italy,1972,M,Gold,9
ITA,Italy,1972,M,Silver,3
ITA,Italy,1976,M,Bronze,4
ITA,Italy,1976,M,Gold,3
ITA,Italy,1976,M,Silver,24
ITA,Italy,1980,M,Bronze,8
ITA,Italy,1980,M,Gold,7
ITA,Italy,1980,M,Silver,20
ITA,Italy,1984,M,Bronze,27
ITA,Italy,1984,M,Gold,29
ITA,Italy,1984,M,Silver,4
ITA,Italy,1988,M,Bronze,12
ITA,Italy,1988,M,Gold,13
ITA,Italy,1988,M,Silver,6
ITA,Italy,1992,M,Bronze,15
ITA,Italy,1992,M,Gold,15
ITA,Italy,1992,M,Silver,17
ITA,Italy,1994,M,Bronze,3
ITA,Italy,1994,M,Gold,8
ITA,Italy,1994,M,Silver,2
ITA,Italy,1996,M,Bronze,23
ITA,Italy,1996,M,Gold,14
ITA,Italy,1996,M,Silver,17
ITA,Italy,1998,M,Bronze,1
ITA,Italy,1998,M,Silver,7
ITA,Italy,2000,M,Bronze,26
ITA,Italy,2000,M,Gold,14
ITA,Italy,2000,M,Silver,12
ITA,Italy,2002,M,Bronze,1
ITA,Italy,2002,M,Gold,1
ITA,Italy,2002,M,Silver,9
ITA,Italy,2004,M,Bronze,37
ITA,Italy,2004,M,Gold,10
ITA,Italy,2004,M,Silver,31
ITA,Italy,2006,M,Bronze,2
ITA,Italy,2006,M,Gold,11
ITA,Italy,2008,M,Bronze,13
ITA,Italy,2008,M,Gold,4
ITA,Italy,2008,M,Silver,11
ITA,Italy,2010,M,Bronze,2
ITA,Italy,2010,M,Gold,1
ITA,Italy,2010,M,Silver,1
ITA,Italy,2012,M,Bronze,21
ITA,Italy,2012,M,Gold,10
ITA,Italy,2012,M,Silver,21
ITA,Italy,2014,M,Bronze,4
ITA,Italy,2014,M,Silver,1
ITA,Italy,2016,M,Bronze,22
ITA,Italy,2016,M,Gold,7
ITA,Italy,2016,M,Silver,18
ITA,Italy-1,2002,F,Bronze,1
ITA,Italy-1,2006,F,Bronze,2
ITA,Italy-1,1964,M,Bronze,4
ITA,Italy-1,1968,M,Gold,6
ITA,Italy-1,1972,M,Gold,2
ITA,Italy-1,1972,M,Silver,4
ITA,Italy-1,1980,M,Silver,2
ITA,Italy-1,1992,M,Bronze,2
ITA,Italy-1,1994,M,Bronze,2
ITA,Italy-1,1994,M,Gold,2
ITA,Italy-1,1998,M,Gold,2
ITA,Italy-1,2002,M,Bronze,1
ITA,Italy-1,2006,M,Bronze,2
ITA,Italy-1,2016,M,Silver,2
ITA,Italy-2,1956,M,Silver,5
ITA,Italy-2,1964,M,Bronze,4
ITA,Italy-2,1964,M,Silver,2
ITA,Italy-2,1994,M,Silver,2
JAM,Jamaica,1980,F,Bronze,1
JAM,Jamaica,1984,F,Bronze,2
JAM,Jamaica,1988,F,Silver,1
JAM,Jamaica,1992,F,Bronze,1
JAM,Jamaica,1992,F,Silver,2
JAM,Jamaica,1996,F,Bronze,6
JAM,Jamaica,1996,F,Gold,1
JAM,Jamaica,1996,F,Silver,2
JAM,Jamaica,2000,F,Bronze,2
JAM,Jamaica,2000,F,Silver,14
JAM,Jamaica,2004,F,Bronze,6
JAM,Jamaica,2004,F,Gold,6
JAM,Jamaica,2008,F,Bronze,5
JAM,Jamaica,2008,F,Gold,3
JAM,Jamaica,2008,F,Silver,3
JAM,Jamaica,2012,F,Bronze,6
JAM,Jamaica,2012,F,Gold,1
JAM,Jamaica,2012,F,Silver,7
JAM,Jamaica,2016,F,Bronze,2
JAM,Jamaica,2016,F,Gold,2
JAM,Jamaica,2016,F,Silver,12
JAM,Jamaica,1948,M,Gold,1
JAM,Jamaica,1948,M,Silver,2
JAM,Jamaica,1952,M,Gold,5
JAM,Jamaica,1952,M,Silver,3
JAM,Jamaica,1968,M,Silver,1
JAM,Jamaica,1972,M,Bronze,1
JAM,Jamaica,1976,M,Gold,1
JAM,Jamaica,1976,M,Silver,1
JAM,Jamaica,1980,M,Bronze,2
JAM,Jamaica,1984,M,Silver,5
JAM,Jamaica,1988,M,Silver,6
JAM,Jamaica,1992,M,Silver,1
JAM,Jamaica,1996,M,Bronze,6
JAM,Jamaica,1996,M,Silver,1
JAM,Jamaica,2000,M,Bronze,1
JAM,Jamaica,2000,M,Silver,6
JAM,Jamaica,2004,M,Silver,1
JAM,Jamaica,2008,M,Gold,2
JAM,Jamaica,2012,M,Bronze,2
JAM,Jamaica,2012,M,Gold,7
JAM,Jamaica,2012,M,Silver,2
JAM,Jamaica,2016,M,Gold,8
JAM,Jamaica,2016,M,Silver,4
JPN,Japan,1928,F,Silver,1
JPN,Japan,1960,F,Bronze,1
JPN,Japan,1964,F,Bronze,6
JPN,Japan,1964,F,Gold,12
JPN,Japan,1968,F,Silver,9
JPN,Japan,1972,F,Gold,1
JPN,Japan,1972,F,Silver,12
JPN,Japan,1976,F,Gold,12
JPN,Japan,1984,F,Bronze,15
JPN,Japan,1988,F,Bronze,3
JPN,Japan,1988,F,Silver,1
JPN,Japan,1992,F,Bronze,6
JPN,Japan,1992,F,Gold,1
JPN,Japan,1992,F,Silver,5
JPN,Japan,1994,F,Bronze,1
JPN,Japan,1996,F,Bronze,11
JPN,Japan,1996,F,Gold,1
JPN,Japan,1996,F,Silver,4
JPN,Japan,1998,F,Bronze,1
JPN,Japan,1998,F,Gold,1
JPN,Japan,2000,F,Bronze,8
JPN,Japan,2000,F,Gold,2
JPN,Japan,2000,F,Silver,29
JPN,Japan,2002,F,Bronze,1
JPN,Japan,2004,F,Bronze,17
JPN,Japan,2004,F,Gold,9
JPN,Japan,2004,F,Silver,13
JPN,Japan,2006,F,Gold,1
JPN,Japan,2008,F,Bronze,6
JPN,Japan,2008,F,Gold,19
JPN,Japan,2008,F,Silver,2
JPN,Japan,2010,F,Silver,4
JPN,Japan,2012,F,Bronze,23
JPN,Japan,2012,F,Gold,4
JPN,Japan,2012,F,Silver,24
JPN,Japan,2014,F,Bronze,1
JPN,Japan,2014,F,Silver,1
JPN,Japan,2016,F,Bronze,20
JPN,Japan,2016,F,Gold,8
JPN,Japan,2016,F,Silver,1
JPN,Japan,1920,M,Silver,2
JPN,Japan,1928,M,Gold,1
JPN,Japan,1932,M,Bronze,2
JPN,Japan,1932,M,Gold,3
JPN,Japan,1932,M,Silver,2
JPN,Japan,1936,M,Bronze,4
JPN,Japan,1936,M,Gold,2
JPN,Japan,1936,M,Silver,2
JPN,Japan,1952,M,Bronze,1
JPN,Japan,1952,M,Silver,3
JPN,Japan,1956,M,Bronze,4
JPN,Japan,1956,M,Gold,1
JPN,Japan,1956,M,Silver,9
JPN,Japan,1960,M,Bronze,11
JPN,Japan,1960,M,Gold,9
JPN,Japan,1960,M,Silver,10
JPN,Japan,1964,M,Bronze,19
JPN,Japan,1964,M,Gold,20
JPN,Japan,1964,M,Silver,5
JPN,Japan,1968,M,Bronze,22
JPN,Japan,1968,M,Gold,16
JPN,Japan,1968,M,Silver,16
JPN,Japan,1972,M,Bronze,9
JPN,Japan,1972,M,Gold,29
JPN,Japan,1972,M,Silver,8
JPN,Japan,1976,M,Bronze,10
JPN,Japan,1976,M,Gold,13
JPN,Japan,1976,M,Silver,6
JPN,Japan,1980,M,Silver,1
JPN,Japan,1984,M,Bronze,16
JPN,Japan,1984,M,Gold,10
JPN,Japan,1984,M,Silver,9
JPN,Japan,1988,M,Bronze,11
JPN,Japan,1988,M,Gold,4
JPN,Japan,1988,M,Silver,2
JPN,Japan,1992,M,Bronze,37
JPN,Japan,1992,M,Gold,5
JPN,Japan,1992,M,Silver,5
JPN,Japan,1994,M,Bronze,1
JPN,Japan,1994,M,Gold,3
JPN,Japan,1994,M,Silver,5
JPN,Japan,1996,M,Bronze,2
JPN,Japan,1996,M,Gold,2
JPN,Japan,1996,M,Silver,22
JPN,Japan,1998,M,Bronze,3
JPN,Japan,1998,M,Gold,7
JPN,Japan,1998,M,Silver,1
JPN,Japan,2000,M,Gold,3
JPN,Japan,2000,M,Silver,2
JPN,Japan,2002,M,Silver,1
JPN,Japan,2004,M,Bronze,35
JPN,Japan,2004,M,Gold,12
JPN,Japan,2004,M,Silver,7
JPN,Japan,2008,M,Bronze,7
JPN,Japan,2008,M,Gold,4
JPN,Japan,2008,M,Silver,13
JPN,Japan,2010,M,Bronze,2
JPN,Japan,2010,M,Silver,1
JPN,Japan,2012,M,Bronze,10
JPN,Japan,2012,M,Gold,2
JPN,Japan,2012,M,Silver,17
JPN,Japan,2014,M,Bronze,5
JPN,Japan,2014,M,Silver,3
JPN,Japan,2016,M,Bronze,14
JPN,Japan,2016,M,Gold,9
JPN,Japan,2016,M,Silver,12
JPN,Japan-1,2012,F,Silver,2
NZL,Jest,1956,M,Gold,1
JOR,Jordan,2016,M,Gold,1
USA,Kathleen,1956,M,Gold,2
KAZ,Kazakhstan,1998,F,Bronze,1
KAZ,Kazakhstan,2000,F,Gold,1
KAZ,Kazakhstan,2008,F,Bronze,2
KAZ,Kazakhstan,2008,F,Silver,2
KAZ,Kazakhstan,2010,F,Silver,1
KAZ,Kazakhstan,2012,F,Bronze,1
KAZ,Kazakhstan,2012,F,Gold,4
KAZ,Kazakhstan,2016,F,Bronze,6
KAZ,Kazakhstan,2016,F,Silver,2
KAZ,Kazakhstan,1994,M,Gold,1
KAZ,Kazakhstan,1994,M,Silver,2
KAZ,Kazakhstan,1996,M,Bronze,4
KAZ,Kazakhstan,1996,M,Gold,3
KAZ,Kazakhstan,1996,M,Silver,2
KAZ,Kazakhstan,1998,M,Bronze,1
KAZ,Kazakhstan,2000,M,Gold,2
KAZ,Kazakhstan,2000,M,Silver,4
KAZ,Kazakhstan,2004,M,Bronze,3
KAZ,Kazakhstan,2004,M,Gold,1
KAZ,Kazakhstan,2004,M,Silver,4
KAZ,Kazakhstan,2008,M,Bronze,5
KAZ,Kazakhstan,2008,M,Gold,2
KAZ,Kazakhstan,2008,M,Silver,2
KAZ,Kazakhstan,2012,M,Bronze,3
KAZ,Kazakhstan,2012,M,Gold,3
KAZ,Kazakhstan,2012,M,Silver,1
KAZ,Kazakhstan,2014,M,Bronze,1
KAZ,Kazakhstan,2016,M,Bronze,4
KAZ,Kazakhstan,2016,M,Gold,3
KAZ,Kazakhstan,2016,M,Silver,3
KEN,Kenya,1996,F,Silver,1
KEN,Kenya,2000,F,Bronze,1
KEN,Kenya,2004,F,Silver,2
KEN,Kenya,2008,F,Gold,2
KEN,Kenya,2008,F,Silver,3
KEN,Kenya,2012,F,Bronze,1
KEN,Kenya,2012,F,Silver,3
KEN,Kenya,2016,F,Gold,3
KEN,Kenya,2016,F,Silver,3
KEN,Kenya,1968,M,Bronze,2
KEN,Kenya,1968,M,Gold,3
KEN,Kenya,1968,M,Silver,5
KEN,Kenya,1972,M,Bronze,4
KEN,Kenya,1972,M,Gold,5
KEN,Kenya,1972,M,Silver,3
KEN,Kenya,1984,M,Bronze,1
KEN,Kenya,1984,M,Gold,1
KEN,Kenya,1988,M,Bronze,2
KEN,Kenya,1988,M,Gold,5
KEN,Kenya,1988,M,Silver,2
KEN,Kenya,1992,M,Bronze,2
KEN,Kenya,1992,M,Gold,2
KEN,Kenya,1992,M,Silver,4
KEN,Kenya,1996,M,Bronze,3
KEN,Kenya,1996,M,Gold,1
KEN,Kenya,1996,M,Silver,3
KEN,Kenya,2000,M,Bronze,1
KEN,Kenya,2000,M,Gold,2
KEN,Kenya,2000,M,Silver,3
KEN,Kenya,2004,M,Bronze,2
KEN,Kenya,2004,M,Gold,1
KEN,Kenya,2004,M,Silver,2
KEN,Kenya,2008,M,Bronze,4
KEN,Kenya,2008,M,Gold,4
KEN,Kenya,2008,M,Silver,1
KEN,Kenya,2012,M,Bronze,4
KEN,Kenya,2012,M,Gold,2
KEN,Kenya,2012,M,Silver,1
KEN,Kenya,2016,M,Gold,3
KEN,Kenya,2016,M,Silver,3
KOS,Kosovo,2016,F,Gold,1
CUB,Kurush II,1948,M,Silver,1
KUW,Kuwait,2000,M,Bronze,1
KUW,Kuwait,2012,M,Bronze,1
KGZ,Kyrgyzstan,2000,M,Bronze,1
KGZ,Kyrgyzstan,2008,M,Bronze,1
KGZ,Kyrgyzstan,2008,M,Silver,1
GBR,Lady C,1964,M,Silver,2
LAT,Latvia,2004,F,Silver,1
LAT,Latvia,2014,F,Bronze,1
LAT,Latvia,1992,M,Bronze,1
LAT,Latvia,1992,M,Silver,2
LAT,Latvia,1996,M,Silver,1
LAT,Latvia,2000,M,Bronze,1
LAT,Latvia,2000,M,Gold,1
LAT,Latvia,2000,M,Silver,1
LAT,Latvia,2004,M,Silver,3
LAT,Latvia,2006,M,Bronze,1
LAT,Latvia,2008,M,Bronze,1
LAT,Latvia,2008,M,Gold,1
LAT,Latvia,2008,M,Silver,1
LAT,Latvia,2010,M,Silver,1
LAT,Latvia,2012,M,Gold,1
LAT,Latvia,2014,M,Bronze,3
LAT,Latvia,2014,M,Silver,1
LAT,Latvia-1,2010,M,Silver,2
LAT,Latvia-1,2012,M,Bronze,2
LAT,Latvia-1,2014,M,Bronze,2
LAT,Latvia-1,2014,M,Silver,4
LIB,Lebanon,1972,M,Silver,1
LIB,Lebanon,1980,M,Bronze,1
GBR,Libellule de Paris,1900,M,Bronze,1
LIE,Liechtenstein,1976,F,Bronze,1
LIE,Liechtenstein,1980,F,Gold,2
LIE,Liechtenstein,1980,F,Silver,1
LIE,Liechtenstein,1976,M,Bronze,1
LIE,Liechtenstein,1980,M,Silver,1
LIE,Liechtenstein,1984,M,Bronze,1
LIE,Liechtenstein,1988,M,Bronze,1
LTU,Lithuania,2000,F,Bronze,3
LTU,Lithuania,2000,F,Gold,1
LTU,Lithuania,2004,F,Silver,1
LTU,Lithuania,2008,F,Silver,1
LTU,Lithuania,2012,F,Gold,2
LTU,Lithuania,2016,F,Bronze,2
LTU,Lithuania,1992,M,Bronze,12
LTU,Lithuania,1992,M,Gold,1
LTU,Lithuania,1996,M,Bronze,11
LTU,Lithuania,2000,M,Bronze,12
LTU,Lithuania,2000,M,Gold,1
LTU,Lithuania,2004,M,Gold,1
LTU,Lithuania,2004,M,Silver,1
LTU,Lithuania,2008,M,Bronze,3
LTU,Lithuania,2008,M,Silver,1
LTU,Lithuania,2012,M,Bronze,2
LTU,Lithuania,2012,M,Silver,1
LTU,Lithuania,2016,M,Bronze,3
LTU,Lithuania,2016,M,Silver,2
GBR,London City Police-1,1908,M,Gold,1
LUX,Luxembourg,1952,M,Gold,1
LUX,Luxembourg,1992,M,Silver,2
POR,Ma'Lindo,1960,M,Silver,2
MKD,Macedonia,2000,M,Bronze,1
GER,Macky VI,1960,M,Bronze,3
MAS,Malaysia,2012,F,Bronze,1
MAS,Malaysia,2016,F,Silver,3
MAS,Malaysia,1996,M,Bronze,1
MAS,Malaysia,2008,M,Silver,1
MAS,Malaysia,2012,M,Silver,1
MAS,Malaysia,2016,M,Bronze,1
MAS,Malaysia,2016,M,Silver,4
MAS,Malaysia-1,1996,M,Silver,2
MAS,Malaysia-2,1992,M,Bronze,2
MRI,Mauritius,2008,M,Bronze,1
ITA,Merope,1952,M,Gold,1
ITA,Merope III,1956,M,Silver,1
MEX,Mexico,1968,F,Bronze,1
MEX,Mexico,1968,F,Silver,1
MEX,Mexico,2000,F,Gold,1
MEX,Mexico,2004,F,Bronze,1
MEX,Mexico,2004,F,Silver,2
MEX,Mexico,2008,F,Bronze,2
MEX,Mexico,2008,F,Gold,1
MEX,Mexico,2012,F,Bronze,3
MEX,Mexico,2012,F,Silver,3
MEX,Mexico,2016,F,Silver,2
MEX,Mexico,1960,M,Bronze,1
MEX,Mexico,1964,M,Bronze,1
MEX,Mexico,1968,M,Bronze,2
MEX,Mexico,1968,M,Gold,3
MEX,Mexico,1968,M,Silver,2
MEX,Mexico,1972,M,Silver,1
MEX,Mexico,1976,M,Bronze,1
MEX,Mexico,1976,M,Gold,1
MEX,Mexico,1980,M,Bronze,9
MEX,Mexico,1980,M,Silver,1
MEX,Mexico,1984,M,Bronze,1
MEX,Mexico,1984,M,Gold,2
MEX,Mexico,1984,M,Silver,3
MEX,Mexico,1988,M,Bronze,2
MEX,Mexico,1992,M,Silver,1
MEX,Mexico,1996,M,Bronze,1
MEX,Mexico,2000,M,Bronze,3
MEX,Mexico,2000,M,Silver,2
MEX,Mexico,2004,M,Silver,1
MEX,Mexico,2008,M,Gold,1
MEX,Mexico,2012,M,Gold,15
MEX,Mexico,2012,M,Silver,2
MEX,Mexico,2016,M,Bronze,2
MEX,Mexico,2016,M,Silver,1
USA,Minotaur,1960,M,Gold,3
MDA,Moldova,2012,F,Bronze,1
MDA,Moldova,1996,M,Bronze,1
MDA,Moldova,1996,M,Silver,2
MDA,Moldova,2000,M,Bronze,1
MDA,Moldova,2000,M,Silver,1
MDA,Moldova,2008,M,Bronze,1
MDA,Moldova,2012,M,Bronze,1
MGL,Mongolia,1992,F,Bronze,1
MGL,Mongolia,2008,F,Silver,1
MGL,Mongolia,2012,F,Bronze,1
MGL,Mongolia,2016,F,Silver,1
MGL,Mongolia,1968,M,Bronze,3
MGL,Mongolia,1968,M,Silver,1
MGL,Mongolia,1972,M,Silver,1
MGL,Mongolia,1976,M,Silver,1
MGL,Mongolia,1980,M,Bronze,2
MGL,Mongolia,1980,M,Silver,2
MGL,Mongolia,1988,M,Bronze,1
MGL,Mongolia,1992,M,Bronze,1
MGL,Mongolia,1996,M,Bronze,1
MGL,Mongolia,2004,M,Bronze,1
MGL,Mongolia,2008,M,Gold,2
MGL,Mongolia,2012,M,Bronze,2
MGL,Mongolia,2012,M,Silver,2
MGL,Mongolia,2016,M,Bronze,1
MNE,Montenegro,2012,F,Silver,14
MAR,Morocco,1984,F,Gold,1
MAR,Morocco,2000,F,Bronze,1
MAR,Morocco,2004,F,Silver,1
MAR,Morocco,2008,F,Bronze,1
MAR,Morocco,1960,M,Silver,1
MAR,Morocco,1984,M,Gold,1
MAR,Morocco,1988,M,Bronze,2
MAR,Morocco,1988,M,Gold,1
MAR,Morocco,1992,M,Bronze,1
MAR,Morocco,1992,M,Gold,1
MAR,Morocco,1992,M,Silver,1
MAR,Morocco,1996,M,Bronze,2
MAR,Morocco,2000,M,Bronze,3
MAR,Morocco,2000,M,Silver,1
MAR,Morocco,2004,M,Gold,2
MAR,Morocco,2008,M,Silver,1
MAR,Morocco,2012,M,Bronze,1
MAR,Morocco,2016,M,Bronze,1
GBR,Moseley Wanderers,1900,M,Silver,1
MOZ,Mozambique,1996,F,Bronze,1
MOZ,Mozambique,2000,F,Gold,1
GER,Mutafo,1964,M,Silver,3
NED,Nadine,2008,M,Silver,1
NAM,Namibia,1992,M,Silver,2
NAM,Namibia,1996,M,Silver,2
NED,Netherlands,1928,F,Silver,1
NED,Netherlands,1948,F,Gold,4
NED,Netherlands,1952,F,Silver,1
NED,Netherlands,1960,F,Bronze,1
NED,Netherlands,1960,F,Silver,2
NED,Netherlands,1964,F,Bronze,4
NED,Netherlands,1964,F,Gold,1
NED,Netherlands,1964,F,Silver,6
NED,Netherlands,1968,F,Bronze,3
NED,Netherlands,1968,F,Gold,3
NED,Netherlands,1968,F,Silver,1
NED,Netherlands,1972,F,Bronze,2
NED,Netherlands,1972,F,Gold,1
NED,Netherlands,1972,F,Silver,3
NED,Netherlands,1976,F,Bronze,2
NED,Netherlands,1976,F,Silver,1
NED,Netherlands,1980,F,Bronze,4
NED,Netherlands,1980,F,Silver,1
NED,Netherlands,1984,F,Bronze,13
NED,Netherlands,1984,F,Gold,19
NED,Netherlands,1984,F,Silver,7
NED,Netherlands,1988,F,Bronze,17
NED,Netherlands,1988,F,Gold,4
NED,Netherlands,1988,F,Silver,5
NED,Netherlands,1992,F,Bronze,4
NED,Netherlands,1992,F,Gold,1
NED,Netherlands,1992,F,Silver,4
NED,Netherlands,1996,F,Bronze,18
NED,Netherlands,1996,F,Silver,5
NED,Netherlands,1998,F,Gold,2
NED,Netherlands,2000,F,Bronze,16
NED,Netherlands,2000,F,Gold,7
NED,Netherlands,2000,F,Silver,23
NED,Netherlands,2002,F,Silver,2
NED,Netherlands,2004,F,Bronze,19
NED,Netherlands,2004,F,Gold,3
NED,Netherlands,2004,F,Silver,19
NED,Netherlands,2006,F,Bronze,1
NED,Netherlands,2006,F,Gold,2
NED,Netherlands,2006,F,Silver,1
NED,Netherlands,2008,F,Bronze,2
NED,Netherlands,2008,F,Gold,38
NED,Netherlands,2008,F,Silver,15
NED,Netherlands,2010,F,Bronze,1
NED,Netherlands,2010,F,Gold,2
NED,Netherlands,2010,F,Silver,1
NED,Netherlands,2012,F,Bronze,16
NED,Netherlands,2012,F,Gold,19
NED,Netherlands,2012,F,Silver,7
NED,Netherlands,2014,F,Bronze,4
NED,Netherlands,2014,F,Gold,6
NED,Netherlands,2014,F,Silver,3
NED,Netherlands,2016,F,Bronze,2
NED,Netherlands,2016,F,Gold,7
NED,Netherlands,2016,F,Silver,22
NED,Netherlands,1924,M,Bronze,1
NED,Netherlands,1928,M,Gold,1
NED,Netherlands,1936,M,Bronze,2
NED,Netherlands,1948,M,Bronze,2
NED,Netherlands,1960,M,Bronze,2
NED,Netherlands,1964,M,Bronze,12
NED,Netherlands,1964,M,Gold,5
NED,Netherlands,1964,M,Silver,5
NED,Netherlands,1968,M,Bronze,1
NED,Netherlands,1968,M,Gold,6
NED,Netherlands,1968,M,Silver,9
NED,Netherlands,1972,M,Bronze,2
NED,Netherlands,1972,M,Gold,3
NED,Netherlands,1972,M,Silver,1
NED,Netherlands,1976,M,Bronze,13
NED,Netherlands,1976,M,Gold,1
NED,Netherlands,1976,M,Silver,3
NED,Netherlands,1980,M,Bronze,1
NED,Netherlands,1980,M,Silver,2
NED,Netherlands,1984,M,Bronze,1
NED,Netherlands,1984,M,Gold,1
NED,Netherlands,1988,M,Bronze,18
